name,url
GⅠ菊花賞,http://www.jra.go.jp/datafile/seiseki/g1/kikka/result/kikka2017.html
GⅢアルテミスS,http://www.jra.go.jp/datafile/seiseki/replay/2017/094.html
GⅡスワンS,http://www.jra.go.jp/datafile/seiseki/replay/2017/095.html
GⅠ天皇賞（秋）,http://www.jra.go.jp/datafile/seiseki/g1/akiten/result/akiten2017.html
GⅢファンタジーS,http://www.jra.go.jp/datafile/seiseki/replay/2017/096.html
GⅡ京王杯2歳S,http://www.jra.go.jp/datafile/seiseki/replay/2017/097.html
GⅡアルゼンチン共和国杯,http://www.jra.go.jp/datafile/seiseki/replay/2017/098.html
GⅢみやこS,http://www.jra.go.jp/datafile/seiseki/replay/2017/099.html
GⅢ武蔵野S,http://www.jra.go.jp/datafile/seiseki/replay/2017/100.html
J・GⅢ京都ジャンプS,http://www.jra.go.jp/datafile/seiseki/replay/2017/101.html
GⅡデイリー杯2歳S,http://www.jra.go.jp/datafile/seiseki/replay/2017/102.html
GⅠエリザベス女王杯,http://www.jra.go.jp/datafile/seiseki/g1/eliza/result/eliza2017.html
GⅢ福島記念,http://www.jra.go.jp/datafile/seiseki/replay/2017/103.html
GⅢ東スポ杯2歳S,http://www.jra.go.jp/datafile/seiseki/replay/2017/104.html
GⅠマイルチャンピオンシップ,http://www.jra.go.jp/datafile/seiseki/g1/mile/result/mile2017.html
GⅢ京都2歳S,http://www.jra.go.jp/datafile/seiseki/replay/2017/105.html
GⅠジャパンC,http://www.jra.go.jp/datafile/seiseki/g1/jc/result/jc2017.html
GⅢ京阪杯,http://www.jra.go.jp/datafile/seiseki/replay/2017/106.html
GⅡステイヤーズS,http://www.jra.go.jp/datafile/seiseki/replay/2017/107.html
GⅢチャレンジC,http://www.jra.go.jp/datafile/seiseki/replay/2017/108.html
GⅠチャンピオンズC,http://www.jra.go.jp/datafile/seiseki/g1/jcd/result/jcd2017.html
GⅢ中日新聞杯,http://www.jra.go.jp/datafile/seiseki/replay/2017/109.html
GⅢカペラS,http://www.jra.go.jp/datafile/seiseki/replay/2017/110.html
GⅠ阪神ジュベナイルF,http://www.jra.go.jp/datafile/seiseki/g1/hjf/result/hjf2017.html
GⅢターコイズS,http://www.jra.go.jp/datafile/seiseki/replay/2017/111.html
GⅠ朝日杯フューチュリティS,http://www.jra.go.jp/datafile/seiseki/g1/afs/result/afs2017.html
J・GⅠ中山大障害,http://www.jra.go.jp/datafile/seiseki/g1/daishogai/result/daishogai2017.html
GⅡ阪神C,http://www.jra.go.jp/datafile/seiseki/replay/2017/112.html
GⅠ有馬記念,http://www.jra.go.jp/datafile/seiseki/g1/arima/result/arima2017.html
GⅠホープフルS,http://www.jra.go.jp/datafile/seiseki/g1/hopeful/result/hopeful2017.html
